YEAR,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,FAM_ENCODED,CLASS_OF,GRAD,BAGSOLD
2011,2251,3490,155820,12533,0,2.8,1,46.0639236,10,2011,1,1061421
2011,2251,3490,155820,12533,0,2.8,2,48.9692294,10,2011,1,1061421
2011,2252,2290,150509,12531,0,2.2,1,34.4029971,6,2011,0,0
2011,2252,2290,150509,12531,0,2.2,2,28.928894,6,2011,0,0
2011,2252,2290,155820,12533,0,2.8,1,24.013904,10,2011,1,1061421
2011,2252,2290,155820,12533,0,2.8,2,26.5822551,10,2011,1,1061421
2011,2252,2320,150509,12531,0,2.2,1,69.1383393,6,2011,0,0
2011,2252,2320,150509,12531,0,2.2,2,74.053478,6,2011,0,0
2011,2252,2320,155820,12533,0,2.8,1,90.2490192,10,2011,1,1061421
2011,2252,2320,155820,12533,0,2.8,2,81.3152557,10,2011,1,1061421
2011,2252,3120,150509,12531,0,2.2,1,29.7119497,6,2011,0,0
2011,2252,3120,150509,12531,0,2.2,2,49.0348062,6,2011,0,0
2011,2252,3120,155820,12533,0,2.8,1,54.1715084,10,2011,1,1061421
2011,2252,3120,155820,12533,0,2.8,2,65.0064049,10,2011,1,1061421
2011,2252,3210,150509,12531,0,2.2,1,31.3214814,6,2011,0,0
2011,2252,3210,150509,12531,0,2.2,2,32.6704902,6,2011,0,0
2011,2252,3210,155820,12533,0,2.8,1,52.895214,10,2011,1,1061421
2011,2252,3210,155820,12533,0,2.8,2,51.9622685,10,2011,1,1061421
2011,2252,3310,150509,12531,0,2.2,1,54.954564,6,2011,0,0
2011,2252,3310,150509,12531,0,2.2,2,58.9758654,6,2011,0,0
2011,2252,3310,155820,12533,0,2.8,1,60.2045757,10,2011,1,1061421
2011,2252,3310,155820,12533,0,2.8,2,56.183423,10,2011,1,1061421
2011,2252,3490,150509,12531,0,2.2,1,37.5530636,6,2011,0,0
2011,2252,3490,150509,12531,0,2.2,2,36.451492,6,2011,0,0
2011,2252,3490,155820,12533,0,2.8,1,40.3569559,10,2011,1,1061421
2011,2252,3490,155820,12533,0,2.8,2,43.2600313,10,2011,1,1061421
2011,2253,2290,150509,12531,0,2.2,1,22.0045173,6,2011,0,0
2011,2253,2290,150509,12531,0,2.2,2,23.9031223,6,2011,0,0
2011,2253,2290,155820,12533,0,2.8,1,41.5514652,10,2011,1,1061421
2011,2253,2290,155820,12533,0,2.8,2,30.2685348,10,2011,1,1061421
2011,2253,2320,150509,12531,0,2.2,1,82.7655294,6,2011,0,0
2011,2253,2320,150509,12531,0,2.2,2,73.7184563,6,2011,0,0
2011,2253,2320,155820,12533,0,2.8,1,82.7655294,10,2011,1,1061421
2011,2253,2320,155820,12533,0,2.8,2,84.2184797,10,2011,1,1061421
2011,2253,3120,150509,12531,0,2.2,1,36.8604177,6,2011,0,0
2011,2253,3120,150509,12531,0,2.2,2,42.6670146,6,2011,0,0
2011,2253,3120,155820,12533,0,2.8,1,72.0440912,10,2011,1,1061421
2011,2253,3120,155820,12533,0,2.8,2,68.8034662,10,2011,1,1061421
2011,2253,3210,150509,12531,0,2.2,1,26.13779,6,2011,0,0
2011,2253,3210,150509,12531,0,2.2,2,20.3276243,6,2011,0,0
2011,2253,3210,155820,12533,0,2.8,1,42.5233701,10,2011,1,1061421
2011,2253,3210,155820,12533,0,2.8,2,46.154482,10,2011,1,1061421
2011,2253,3250,150509,12531,0,2.2,1,58.9111808,6,2011,0,0
2011,2253,3250,150509,12531,0,2.2,2,53.9332905,6,2011,0,0
2011,2253,3250,155820,12533,0,2.8,1,59.6383251,10,2011,1,1061421
2011,2253,3250,155820,12533,0,2.8,2,58.8082802,10,2011,1,1061421
2011,2253,3310,150509,12531,0,2.2,1,47.9168776,6,2011,0,0
2011,2253,3310,150509,12531,0,2.2,2,53.7258537,6,2011,0,0
2011,2253,3310,155820,12533,0,2.8,1,55.7352404,10,2011,1,1061421
2011,2253,3310,155820,12533,0,2.8,2,59.9804844,10,2011,1,1061421
2011,2253,3490,150509,12531,0,2.2,1,35.9503721,6,2011,0,0
2011,2253,3490,150509,12531,0,2.2,2,32.5460281,6,2011,0,0
2011,2253,3490,155820,12533,0,2.8,1,37.1512755,10,2011,1,1061421
2011,2253,3490,155820,12533,0,2.8,2,36.1512662,10,2011,1,1061421
2011,2263,3210,152079,11179,0,2.7,2,65.2380799,38,2013,1,1357745
2011,2263,3210,155842,13982,0,2.4,2,52.7923134,11,2011,1,634171
2011,2263,3210,155843,13991,0,3,2,42.2124379,13,2011,1,871341
2011,2263,3310,152079,11179,0,2.7,1,65.7894605,38,2013,1,1357745
2011,2263,3310,152079,11179,0,2.7,2,59.3107384,38,2013,1,1357745
2011,2263,3310,155842,13982,0,2.4,1,66.2351152,11,2011,1,634171
2011,2263,3310,155842,13982,0,2.4,2,48.8107149,11,2011,1,634171
2011,2263,3310,155843,13991,0,3,1,61.8790895,13,2011,1,871341
2011,2263,3310,155843,13991,0,3,2,59.9804844,13,2011,1,871341
2011,2263,3320,152079,11179,0,2.7,1,53.0561077,38,2013,1,1357745
2011,2263,3320,152079,11179,0,2.7,2,58.8625558,38,2013,1,1357745
2011,2263,3320,155842,13982,0,2.4,1,56.183423,11,2011,1,634171
2011,2263,3320,155842,13982,0,2.4,2,55.9593317,11,2011,1,634171
2011,2263,3320,155843,13991,0,3,1,57.4121334,13,2011,1,871341
2011,2263,3320,155843,13991,0,3,2,58.5276828,13,2011,1,871341
2011,2263,3330,152079,11179,0,2.7,1,76.1760256,38,2013,1,1357745
2011,2263,3330,152079,11179,0,2.7,2,78.7443767,38,2013,1,1357745
2011,2263,3330,155842,13982,0,2.4,1,67.7988472,11,2011,1,634171
2011,2263,3330,155842,13982,0,2.4,2,74.8365336,11,2011,1,634171
2011,2263,3330,155843,13991,0,3,1,77.963849,13,2011,1,871341
2011,2263,3330,155843,13991,0,3,2,65.2304962,13,2011,1,871341
2011,2263,3490,152079,11179,0,2.7,1,43.1606995,38,2013,1,1357745
2011,2263,3490,155842,13982,0,2.4,1,51.070959,11,2011,1,634171
2011,2263,3490,155842,13982,0,2.4,2,42.8604736,11,2011,1,634171
2011,2263,3490,155843,13991,0,3,1,51.2718531,13,2011,1,871341
2011,2263,3490,155843,13991,0,3,2,43.9620452,13,2011,1,871341
2011,2264,3210,152085,11184,0,3,1,71.3569473,39,2013,0,0
2011,2264,3210,152085,11184,0,3,2,66.8981697,39,2013,0,0
2011,2264,3210,155842,13982,0,2.4,1,53.8281595,11,2011,1,634171
2011,2264,3210,155842,13982,0,2.4,2,62.1260806,11,2011,1,634171
2011,2264,3210,155843,13991,0,3,1,61.6071167,13,2011,1,871341
2011,2264,3210,155843,13991,0,3,2,56.3182942,13,2011,1,871341
2011,2264,3310,152085,11184,0,3,1,65.7894605,39,2013,0,0
2011,2264,3310,152085,11184,0,3,2,54.5063814,39,2013,0,0
2011,2264,3310,155842,13982,0,2.4,1,64.3365101,11,2011,1,634171
2011,2264,3310,155842,13982,0,2.4,2,61.0984131,11,2011,1,634171
2011,2264,3310,155843,13991,0,3,1,61.4332861,13,2011,1,871341
2011,2264,3310,155843,13991,0,3,2,62.2139625,13,2011,1,871341
2011,2264,3320,152085,11184,0,3,1,65.7894605,39,2013,0,0
2011,2264,3320,152085,11184,0,3,2,68.3578115,39,2013,0,0
2011,2264,3320,155842,13982,0,2.4,1,56.183423,11,2011,1,634171
2011,2264,3320,155842,13982,0,2.4,2,60.5394487,11,2011,1,634171
2011,2264,3320,155843,13991,0,3,1,59.4215201,13,2011,1,871341
2011,2264,3320,155843,13991,0,3,2,57.4121334,13,2011,1,871341
2011,2264,3330,152085,11184,0,3,1,68.5819028,39,2013,0,0
2011,2264,3330,152085,11184,0,3,2,68.0227898,39,2013,0,0
2011,2264,3330,155842,13982,0,2.4,1,70.8152322,11,2011,1,634171
2011,2264,3330,155842,13982,0,2.4,2,70.2562679,11,2011,1,634171
2011,2264,3330,155843,13991,0,3,1,64.7823135,13,2011,1,871341
2011,2264,3330,155843,13991,0,3,2,68.8034662,13,2011,1,871341
2011,2264,3490,152085,11184,0,3,1,48.6690036,39,2013,0,0
2011,2264,3490,152085,11184,0,3,2,54.9764229,39,2013,0,0
2011,2264,3490,155842,13982,0,2.4,1,55.8771005,11,2011,1,634171
2011,2264,3490,155842,13982,0,2.4,2,50.7707332,11,2011,1,634171
2011,2264,3490,155843,13991,0,3,1,46.8652693,13,2011,1,871341
2011,2264,3490,155843,13991,0,3,2,51.1725213,13,2011,1,871341
2011,2265,3210,155842,13982,0,2.4,1,68.244948,11,2011,1,634171
2011,2265,3210,155842,13982,0,2.4,2,65.4462603,11,2011,1,634171
2011,2265,3210,155843,13991,0,3,1,69.5941056,13,2011,1,871341
2011,2265,3210,155843,13991,0,3,2,61.6071167,13,2011,1,871341
2011,2265,3310,155842,13982,0,2.4,1,72.0440912,11,2011,1,634171
2011,2265,3310,155842,13982,0,2.4,2,65.6761509,11,2011,1,634171
2011,2265,3310,155843,13991,0,3,1,63.5534545,13,2011,1,871341
2011,2265,3310,155843,13991,0,3,2,59.8697027,13,2011,1,871341
2011,2265,3320,155842,13982,0,2.4,1,51.044193,11,2011,1,634171
2011,2265,3320,155842,13982,0,2.4,2,53.6125441,11,2011,1,634171
2011,2265,3320,155843,13991,0,3,1,55.6244587,13,2011,1,871341
2011,2265,3320,155843,13991,0,3,2,45.2353656,13,2011,1,871341
2011,2265,3330,155842,13982,0,2.4,1,62.2139625,11,2011,1,634171
2011,2265,3330,155842,13982,0,2.4,2,72.9379286,11,2011,1,634171
2011,2265,3330,155843,13991,0,3,1,63.6667641,13,2011,1,871341
2011,2265,3330,155843,13991,0,3,2,74.053478,13,2011,1,871341
2011,2265,3490,155842,13982,0,2.4,1,51.1725213,11,2011,1,634171
2011,2265,3490,155842,13982,0,2.4,2,45.2624291,11,2011,1,634171
2011,2265,3490,155843,13991,0,3,1,49.6690129,13,2011,1,871341
2011,2265,3490,155843,13991,0,3,2,41.2576334,13,2011,1,871341
2011,2266,3210,155820,12533,0,2.8,1,59.6383251,10,2011,1,1061421
2011,2266,3210,155820,12533,0,2.8,2,59.9492574,10,2011,1,1061421
2011,2266,3210,155843,13991,0,3,1,63.5781388,13,2011,1,871341
2011,2266,3210,155843,13991,0,3,2,62.1260806,13,2011,1,871341
2011,2266,3310,155820,12533,0,2.8,1,66.6807699,10,2011,1,1061421
2011,2266,3310,155820,12533,0,2.8,2,54.0607267,10,2011,1,1061421
2011,2266,3310,155843,13991,0,3,1,63.2185815,13,2011,1,871341
2011,2266,3310,155843,13991,0,3,2,65.7894605,13,2011,1,871341
2011,2266,3320,155820,12533,0,2.8,1,60.5394487,10,2011,1,1061421
2011,2266,3320,155820,12533,0,2.8,2,61.9898712,10,2011,1,1061421
2011,2266,3320,155843,13991,0,3,1,53.6125441,13,2011,1,871341
2011,2266,3320,155843,13991,0,3,2,44.9003439,13,2011,1,871341
2011,2266,3330,155820,12533,0,2.8,1,67.1289525,10,2011,1,1061421
2011,2266,3330,155820,12533,0,2.8,2,71.7092182,10,2011,1,1061421
2011,2266,3330,155843,13991,0,3,1,68.2445019,13,2011,1,871341
2011,2266,3330,155843,13991,0,3,2,65.6761509,13,2011,1,871341
2011,2266,3490,155820,12533,0,2.8,1,40.9574076,10,2011,1,1061421
2011,2266,3490,155820,12533,0,2.8,2,47.465721,10,2011,1,1061421
2011,2266,3490,155843,13991,0,3,1,46.4657117,13,2011,1,871341
2011,2266,3490,155843,13991,0,3,2,50.070801,13,2011,1,871341
2011,2267,3210,155843,13991,0,3,1,62.7480939,13,2011,1,871341
2011,2267,3210,155843,13991,0,3,2,62.1260806,13,2011,1,871341
2011,2267,3310,155843,13991,0,3,2,63.3318911,13,2011,1,871341
2011,2267,3320,155843,13991,0,3,1,61.4332861,13,2011,1,871341
2011,2267,3320,155843,13991,0,3,2,53.949945,13,2011,1,871341
2011,2267,3330,155843,13991,0,3,1,64.7823135,13,2011,1,871341
2011,2267,3330,155843,13991,0,3,2,71.7092182,13,2011,1,871341
2011,2267,3490,155843,13991,0,3,1,49.2694553,13,2011,1,871341
2011,2268,3210,155843,13991,0,3,1,63.7861704,13,2011,1,871341
2011,2268,3210,155843,13991,0,3,2,56.8372581,13,2011,1,871341
2011,2268,3310,155843,13991,0,3,1,67.6879168,13,2011,1,871341
2011,2268,3310,155843,13991,0,3,2,62.9970181,13,2011,1,871341
2011,2268,3320,155843,13991,0,3,1,57.0772604,13,2011,1,871341
2011,2268,3320,155843,13991,0,3,2,46.6881673,13,2011,1,871341
2011,2268,3330,155843,13991,0,3,1,52.942798,13,2011,1,871341
2011,2268,3330,155843,13991,0,3,2,64.7823135,13,2011,1,871341
2011,2268,3490,155843,13991,0,3,1,45.4633232,13,2011,1,871341
2011,2268,3490,155843,13991,0,3,2,47.2670574,13,2011,1,871341
2011,2288,2440,151996,14233,0,3.2,1,54.9578354,40,2012,0,0
2011,2288,2440,151996,14233,0,3.2,2,58.6882791,40,2012,0,0
2011,2288,2440,156724,14233,0,3.2,1,52.2345387,40,2012,0,0
2011,2288,2440,156724,14233,0,3.2,2,54.6555278,40,2012,0,0
2011,2288,3120,151996,14233,0,3.2,1,78.633595,40,2012,0,0
2011,2288,3120,151996,14233,0,3.2,2,77.1807934,40,2012,0,0
2011,2288,3120,156724,14233,0,3.2,1,59.7563931,40,2012,0,0
2011,2288,3120,156724,14233,0,3.2,2,72.2656546,40,2012,0,0
2011,2288,3210,151996,14233,0,3.2,1,68.6611601,40,2012,0,0
2011,2288,3210,151996,14233,0,3.2,2,69.8021373,40,2012,0,0
2011,2288,3210,156724,14233,0,3.2,1,75.712973,40,2012,0,0
2011,2288,3210,156724,14233,0,3.2,2,67.6230835,40,2012,0,0
2011,2288,3214,151996,14233,0,3.2,1,62.1260806,40,2012,0,0
2011,2288,3214,151996,14233,0,3.2,2,51.8593679,40,2012,0,0
2011,2288,3214,156724,14233,0,3.2,1,64.6162153,40,2012,0,0
2011,2288,3214,156724,14233,0,3.2,2,62.4371616,40,2012,0,0
2011,2288,3260,151996,14233,0,3.2,1,76.0652439,40,2012,0,0
2011,2288,3260,151996,14233,0,3.2,2,75.9519343,40,2012,0,0
2011,2288,3260,156724,14233,0,3.2,1,74.053478,40,2012,0,0
2011,2288,3260,156724,14233,0,3.2,2,68.4685932,40,2012,0,0
2011,2288,3310,151996,14233,0,3.2,1,73.704181,40,2012,0,0
2011,2288,3310,151996,14233,0,3.2,2,69.1350678,40,2012,0,0
2011,2288,3310,156724,14233,0,3.2,1,70.3527744,40,2012,0,0
2011,2288,3310,156724,14233,0,3.2,2,73.6609093,40,2012,0,0
2011,2288,3330,151996,14233,0,3.2,1,74.053478,40,2012,0,0
2011,2288,3330,151996,14233,0,3.2,2,69.4732123,40,2012,0,0
2011,2288,3330,156724,14233,0,3.2,1,74.9473153,40,2012,0,0
2011,2288,3330,156724,14233,0,3.2,2,76.6216803,40,2012,0,0
2011,2288,3490,151996,14233,0,3.2,1,52.1725306,40,2012,0,0
2011,2288,3490,151996,14233,0,3.2,2,51.772973,40,2012,0,0
2011,2288,3490,156724,14233,0,3.2,1,44.1608575,40,2012,0,0
2011,2288,4310,151996,14233,0,3.2,1,38.3755248,40,2012,0,0
2011,2288,4310,151996,14233,0,3.2,2,33.1896029,40,2012,0,0
2011,2288,4310,156724,14233,0,3.2,1,34.2276795,40,2012,0,0
2011,2288,4310,156724,14233,0,3.2,2,40.4494475,40,2012,0,0
2011,2288,4360,151996,14233,0,3.2,1,57.9782353,40,2012,0,0
2011,2288,4360,151996,14233,0,3.2,2,60.5712706,40,2012,0,0
2011,2288,4360,156724,14233,0,3.2,1,54.7633355,40,2012,0,0
2011,2288,4360,156724,14233,0,3.2,2,55.6962809,40,2012,0,0
2011,2292,2170,139548,13984,0,3,1,76.2868073,4,2013,0,0
2011,2292,2170,139548,13984,0,3,2,68.9167759,4,2013,0,0
2011,2292,2170,155800,13537,0,3.1,1,60.9851034,7,2011,0,0
2011,2292,2170,155800,13537,0,3.1,2,64.6713831,7,2011,0,0
2011,2292,2170,155801,13537,0,3.3,1,61.0984131,7,2011,0,0
2011,2292,2170,155801,13537,0,3.3,2,77.5156664,7,2011,0,0
2011,2292,2170,155888,12533,0,3.1,1,74.9473153,10,2012,0,0
2011,2292,2170,155888,12533,0,3.1,2,60.4261391,10,2012,0,0
2011,2292,2260,139548,13984,0,3,1,56.853169,4,2013,0,0
2011,2292,2260,139548,13984,0,3,2,45.9074909,4,2013,0,0
2011,2292,2260,155800,13537,0,3.1,1,55.4003674,7,2011,0,0
2011,2292,2260,155800,13537,0,3.1,2,61.0984131,7,2011,0,0
2011,2292,2260,155801,13537,0,3.3,1,46.2425126,7,2011,0,0
2011,2292,2260,155801,13537,0,3.3,2,46.3532943,7,2011,0,0
2011,2292,2260,155888,12533,0,3.1,1,49.5937706,10,2012,0,0
2011,2292,2260,155888,12533,0,3.1,2,49.9287923,10,2012,0,0
2011,2292,2310,139548,13984,0,3,1,82.2065651,4,2013,0,0
2011,2292,2310,139548,13984,0,3,2,77.8505394,4,2013,0,0
2011,2292,2310,155800,13537,0,3.1,1,71.4851269,7,2011,0,0
2011,2292,2310,155800,13537,0,3.1,2,80.1971783,7,2011,0,0
2011,2292,2310,155801,13537,0,3.3,1,81.6501287,7,2011,0,0
2011,2292,2310,155801,13537,0,3.3,2,77.5156664,7,2011,0,0
2011,2292,2310,155888,12533,0,3.1,1,81.3152557,10,2012,0,0
2011,2292,2310,155888,12533,0,3.1,2,77.2939543,10,2012,0,0
2011,2292,2320,139548,13984,0,3,1,72.9379286,4,2013,0,0
2011,2292,2320,139548,13984,0,3,2,72.6030555,4,2013,0,0
2011,2292,2320,155800,13537,0,3.1,1,63.3318911,7,2011,0,0
2011,2292,2320,155800,13537,0,3.1,2,68.0227898,7,2011,0,0
2011,2292,2320,155801,13537,0,3.3,1,75.5062796,7,2011,0,0
2011,2292,2320,155801,13537,0,3.3,2,79.5274323,7,2011,0,0
2011,2292,2320,155888,12533,0,3.1,1,76.73499,10,2012,0,0
2011,2292,2320,155888,12533,0,3.1,2,85.3338805,10,2012,0,0
2011,2292,2405,139548,13984,0,3,1,59.2200312,4,2013,0,0
2011,2292,2405,139548,13984,0,3,2,59.2509609,4,2013,0,0
2011,2292,2405,155800,13537,0,3.1,1,52.0134214,7,2011,0,0
2011,2292,2405,155800,13537,0,3.1,2,63.719404,7,2011,0,0
2011,2292,2405,155801,13537,0,3.3,1,56.273238,7,2011,0,0
2011,2292,2405,155801,13537,0,3.3,2,58.9464227,7,2011,0,0
2011,2292,2405,155888,12533,0,3.1,1,62.941999,10,2012,0,0
2011,2292,2405,155888,12533,0,3.1,2,59.1813692,10,2012,0,0
2011,2292,2420,139548,13984,0,3,1,73.903142,4,2013,0,0
2011,2292,2420,139548,13984,0,3,2,55.7777687,4,2013,0,0
2011,2292,2420,155800,13537,0,3.1,1,55.0779852,7,2011,0,0
2011,2292,2420,155800,13537,0,3.1,2,49.869907,7,2011,0,0
2011,2292,2420,155801,13537,0,3.3,1,52.3734247,7,2011,0,0
2011,2292,2420,155801,13537,0,3.3,2,41.1583016,7,2011,0,0
2011,2292,2420,155888,12533,0,3.1,1,65.6926566,10,2012,0,0
2011,2292,2420,155888,12533,0,3.1,2,48.2672155,10,2012,0,0
2011,2292,2440,139548,13984,0,3,1,50.6205459,4,2013,0,0
2011,2292,2440,139548,13984,0,3,2,48.3018626,4,2013,0,0
2011,2292,2440,155800,13537,0,3.1,1,44.8737266,7,2011,0,0
2011,2292,2440,155800,13537,0,3.1,2,49.4111666,7,2011,0,0
2011,2292,2440,155801,13537,0,3.3,1,49.108859,7,2011,0,0
2011,2292,2440,155801,13537,0,3.3,2,50.4203954,7,2011,0,0
2011,2292,2440,155888,12533,0,3.1,1,53.3438427,10,2012,0,0
2011,2292,2440,155888,12533,0,3.1,2,59.595202,10,2012,0,0
2011,2292,2450,139548,13984,0,3,1,59.7975831,4,2013,0,0
2011,2292,2450,139548,13984,0,3,2,81.5797934,4,2013,0,0
2011,2292,2450,155800,13537,0,3.1,1,70.8909206,7,2011,0,0
2011,2292,2450,155800,13537,0,3.1,2,52.3346139,7,2011,0,0
2011,2292,2450,155801,13537,0,3.3,1,71.4956846,7,2011,0,0
2011,2292,2450,155801,13537,0,3.3,2,53.7462256,7,2011,0,0
2011,2292,2450,155888,12533,0,3.1,1,56.1672147,10,2012,0,0
2011,2292,2450,155888,12533,0,3.1,2,50.5204706,10,2012,0,0
2011,2292,3120,139548,13984,0,3,1,74.723224,4,2013,0,0
2011,2292,3120,139548,13984,0,3,2,69.0275576,4,2013,0,0
2011,2292,3120,155800,13537,0,3.1,1,62.3247442,7,2011,0,0
2011,2292,3120,155800,13537,0,3.1,2,71.3741965,7,2011,0,0
2011,2292,3120,155801,13537,0,3.3,1,62.6621451,7,2011,0,0
2011,2292,3120,155801,13537,0,3.3,2,55.1762761,7,2011,0,0
2011,2292,3120,155888,12533,0,3.1,1,64.5606014,10,2012,0,0
2011,2292,3120,155888,12533,0,3.1,2,65.5653692,10,2012,0,0
2011,2292,3130,139548,13984,0,3,1,73.3835833,4,2013,0,0
2011,2292,3130,139548,13984,0,3,2,61.8790895,4,2013,0,0
2011,2292,3130,155800,13537,0,3.1,1,67.3530438,7,2011,0,0
2011,2292,3130,155800,13537,0,3.1,2,66.2351152,7,2011,0,0
2011,2292,3130,155801,13537,0,3.3,1,65.6761509,7,2011,0,0
2011,2292,3130,155801,13537,0,3.3,2,72.2656546,7,2011,0,0
2011,2292,3130,155888,12533,0,3.1,1,75.6170613,10,2012,0,0
2011,2292,3130,155888,12533,0,3.1,2,68.9167759,10,2012,0,0
2011,2292,3140,139548,13984,0,3,1,60.9851034,4,2013,0,0
2011,2292,3140,139548,13984,0,3,2,56.518296,4,2013,0,0
2011,2292,3140,155800,13537,0,3.1,1,68.4685932,7,2011,0,0
2011,2292,3140,155800,13537,0,3.1,2,67.2397342,7,2011,0,0
2011,2292,3140,155801,13537,0,3.3,1,63.5534545,7,2011,0,0
2011,2292,3140,155801,13537,0,3.3,2,63.5534545,7,2011,0,0
2011,2292,3140,155888,12533,0,3.1,1,72.8246189,10,2012,0,0
2011,2292,3140,155888,12533,0,3.1,2,73.7184563,10,2012,0,0
2011,2292,3202,139548,13984,0,3,1,63.8429739,4,2013,0,0
2011,2292,3202,139548,13984,0,3,2,60.8007151,4,2013,0,0
2011,2292,3202,155800,13537,0,3.1,1,65.0572603,7,2011,0,0
2011,2292,3202,155800,13537,0,3.1,2,66.1274562,7,2011,0,0
2011,2292,3202,155801,13537,0,3.3,1,66.1274562,7,2011,0,0
2011,2292,3202,155801,13537,0,3.3,2,69.8088288,7,2011,0,0
2011,2292,3202,155888,12533,0,3.1,1,70.684376,10,2012,0,0
2011,2292,3202,155888,12533,0,3.1,2,64.2521971,10,2012,0,0
2011,2292,3203,139548,13984,0,3,1,77.0651046,4,2013,0,0
2011,2292,3203,139548,13984,0,3,2,77.1672616,4,2013,0,0
2011,2292,3203,155800,13537,0,3.1,1,77.2187119,7,2011,0,0
2011,2292,3203,155800,13537,0,3.1,2,79.908105,7,2011,0,0
2011,2292,3203,155801,13537,0,3.3,1,71.3478766,7,2011,0,0
2011,2292,3203,155801,13537,0,3.3,2,67.6433067,7,2011,0,0
2011,2292,3203,155888,12533,0,3.1,1,67.2562399,10,2012,0,0
2011,2292,3203,155888,12533,0,3.1,2,67.3304414,10,2012,0,0
2011,2292,3210,139548,13984,0,3,1,55.5933804,4,2013,0,0
2011,2292,3210,139548,13984,0,3,2,46.9845269,4,2013,0,0
2011,2292,3210,155800,13537,0,3.1,1,50.4074584,7,2011,0,0
2011,2292,3210,155800,13537,0,3.1,2,50.0965262,7,2011,0,0
2011,2292,3210,155801,13537,0,3.3,1,52.1704488,7,2011,0,0
2011,2292,3210,155801,13537,0,3.3,2,48.8502692,7,2011,0,0
2011,2292,3210,155888,12533,0,3.1,1,59.7412257,10,2012,0,0
2011,2292,3210,155888,12533,0,3.1,2,50.4074584,10,2012,0,0
2011,2292,3240,139548,13984,0,3,1,55.1771683,4,2013,0,0
2011,2292,3240,139548,13984,0,3,2,55.1771683,4,2013,0,0
2011,2292,3240,155800,13537,0,3.1,1,58.1864157,7,2011,0,0
2011,2292,3240,155800,13537,0,3.1,2,55.6962809,7,2011,0,0
2011,2292,3240,155801,13537,0,3.3,1,60.4661395,7,2011,0,0
2011,2292,3240,155801,13537,0,3.3,2,61.5042161,7,2011,0,0
2011,2292,3240,155888,12533,0,3.1,1,60.5712706,10,2012,0,0
2011,2292,3240,155888,12533,0,3.1,2,54.5553038,10,2012,0,0
2011,2292,3250,139548,13984,0,3,1,59.4302934,4,2013,0,0
2011,2292,3250,139548,13984,0,3,2,63.5781388,4,2013,0,0
2011,2292,3250,155800,13537,0,3.1,1,49.4722824,7,2011,0,0
2011,2292,3250,155800,13537,0,3.1,2,61.7122478,7,2011,0,0
2011,2292,3250,155801,13537,0,3.3,1,52.5842817,7,2011,0,0
2011,2292,3250,155801,13537,0,3.3,2,58.9111808,7,2011,0,0
2011,2292,3250,155888,12533,0,3.1,1,61.2960357,10,2012,0,0
2011,2292,3250,155888,12533,0,3.1,2,60.8822029,10,2012,0,0
2011,2292,3260,139548,13984,0,3,1,62.5488355,4,2013,0,0
2011,2292,3260,139548,13984,0,3,2,69.3624306,4,2013,0,0
2011,2292,3260,155800,13537,0,3.1,1,71.4851269,7,2011,0,0
2011,2292,3260,155800,13537,0,3.1,2,67.0181708,7,2011,0,0
2011,2292,3260,155801,13537,0,3.3,1,54.0607267,7,2011,0,0
2011,2292,3260,155801,13537,0,3.3,2,70.3670496,7,2011,0,0
2011,2292,3260,155888,12533,0,3.1,1,76.6216803,10,2012,0,0
2011,2292,3260,155888,12533,0,3.1,2,70.4803592,10,2012,0,0
2011,2292,3270,139548,13984,0,3,1,72.7061048,4,2013,0,0
2011,2292,3270,139548,13984,0,3,2,69.491205,4,2013,0,0
2011,2292,3270,155800,13537,0,3.1,1,79.0330039,7,2011,0,0
2011,2292,3270,155800,13537,0,3.1,2,77.0619818,7,2011,0,0
2011,2292,3270,155801,13537,0,3.3,1,87.6420061,7,2011,0,0
2011,2292,3270,155801,13537,0,3.3,2,75.2989914,7,2011,0,0
2011,2292,3270,155888,12533,0,3.1,1,85.359903,10,2012,0,0
2011,2292,3270,155888,12533,0,3.1,2,71.2540467,10,2012,0,0
2011,2292,3310,139548,13984,0,3,1,59.6456114,4,2013,0,0
2011,2292,3310,139548,13984,0,3,2,64.7823135,4,2013,0,0
2011,2292,3310,139548,13984,0,3,3,67.1289525,4,2013,0,0
2011,2292,3310,139548,13984,0,3,4,66.6807699,4,2013,0,0
2011,2292,3310,155800,13537,0,3.1,1,62.7729268,7,2011,0,0
2011,2292,3310,155800,13537,0,3.1,2,66.5699882,7,2011,0,0
2011,2292,3310,155800,13537,0,3.1,3,58.8625558,7,2011,0,0
2011,2292,3310,155800,13537,0,3.1,4,65.2304962,7,2011,0,0
2011,2292,3310,155801,13537,0,3.3,1,54.284818,7,2011,0,0
2011,2292,3310,155801,13537,0,3.3,2,64.7823135,7,2011,0,0
2011,2292,3310,155801,13537,0,3.3,3,71.1501052,7,2011,0,0
2011,2292,3310,155801,13537,0,3.3,4,61.8790895,7,2011,0,0
2011,2292,3310,155888,12533,0,3.1,1,59.6456114,10,2012,0,0
2011,2292,3310,155888,12533,0,3.1,2,59.9804844,10,2012,0,0
2011,2292,3310,155888,12533,0,3.1,3,67.0181708,10,2012,0,0
2011,2292,3310,155888,12533,0,3.1,4,58.6408437,10,2012,0,0
2011,2292,3370,139548,13984,0,3,1,69.3859252,4,2013,0,0
