YEAR,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF,GRAD,BAGSOLD
2011,2732,2340,155891,12540,0,2.3,2,39.7565042,2011,0,0
2011,2732,2440,155842,13982,0,2.4,1,46.5877946,2011,1,634171
2011,2732,2440,155842,13982,0,2.4,2,70.1839996,2011,1,634171
2011,2732,2440,155890,12533,0,2.7,1,50.9228536,2011,0,0
2011,2732,2440,155890,12533,0,2.7,2,58.8905114,2011,0,0
2011,2732,2440,155891,12540,0,2.3,1,55.2601431,2011,0,0
2011,2732,2440,155891,12540,0,2.3,2,59.7975831,2011,0,0
2011,2732,3210,155842,13982,0,2.4,1,68.1420474,2011,1,634171
2011,2732,3210,155842,13982,0,2.4,2,54.3472721,2011,1,634171
2011,2732,3210,155890,12533,0,2.7,1,61.0903832,2011,0,0
2011,2732,3210,155890,12533,0,2.7,2,60.8822029,2011,0,0
2011,2732,3210,155891,12540,0,2.3,1,66.5872374,2011,0,0
2011,2732,3210,155891,12540,0,2.3,2,49.6803141,2011,0,0
2011,2732,3310,155842,13982,0,2.4,1,59.9830123,2011,1,634171
2011,2732,3310,155842,13982,0,2.4,2,57.8598699,2011,1,634171
2011,2732,3310,155890,12533,0,2.7,1,56.3449115,2011,0,0
2011,2732,3310,155890,12533,0,2.7,2,55.844089,2011,0,0
2011,2732,3310,155891,12540,0,2.3,1,60.3569935,2011,0,0
2011,2732,3310,155891,12540,0,2.3,2,62.5888359,2011,0,0
2011,2732,3490,155842,13982,0,2.4,1,43.0591372,2011,1,634171
2011,2732,3490,155842,13982,0,2.4,2,33.2459603,2011,1,634171
2011,2732,3490,155890,12533,0,2.7,1,50.6714014,2011,0,0
2011,2732,3490,155890,12533,0,2.7,2,45.5626549,2011,0,0
2011,2732,3490,155891,12540,0,2.3,1,41.5578593,2011,0,0
2011,2732,3490,155891,12540,0,2.3,2,44.9622033,2011,0,0
2011,2733,2260,155843,13991,0,3,1,41.9971199,2011,1,871341
2011,2733,2260,155843,13991,0,3,2,52.7212346,2011,1,871341
2011,2733,2270,155843,13991,0,3,1,56.0701134,2011,1,871341
2011,2733,2270,155843,13991,0,3,2,49.704701,2011,1,871341
2011,2733,2290,155843,13991,0,3,1,48.9216453,2011,1,871341
2011,2733,2290,155843,13991,0,3,2,48.4758419,2011,1,871341
2011,2733,2440,155843,13991,0,3,1,36.6037611,2011,1,871341
2011,2733,2440,155843,13991,0,3,2,52.9414597,2011,1,871341
2011,2733,3120,155843,13991,0,3,1,69.8106132,2011,1,871341
2011,2733,3120,155843,13991,0,3,2,64.7823135,2011,1,871341
2011,2733,3210,155843,13991,0,3,1,58.3922168,2011,1,871341
2011,2733,3210,155843,13991,0,3,2,50.6132596,2011,1,871341
2011,2733,3214,155843,13991,0,3,1,42.4204695,2011,1,871341
2011,2733,3214,155843,13991,0,3,2,35.7824895,2011,1,871341
2011,2733,3310,155843,13991,0,3,1,60.2207841,2011,1,871341
2011,2733,3310,155843,13991,0,3,2,64.8756973,2011,1,871341
2011,2734,2200,120075,12485,0,2.6,1,71.2540467,2011,0,0
2011,2734,2200,120075,12485,0,2.6,2,78.8249722,2011,0,0
2011,2734,2200,155820,12533,0,2.8,1,79.4468368,2011,1,1061421
2011,2734,2200,155820,12533,0,2.8,2,96.8728727,2011,1,1061421
2011,2734,2200,155843,13991,0,3,1,70.4241505,2011,1,871341
2011,2734,2200,155843,13991,0,3,2,75.0909598,2011,1,871341
2011,2734,2260,120075,12485,0,2.6,1,45.1244352,2011,0,0
2011,2734,2260,120075,12485,0,2.6,2,45.3485266,2011,0,0
2011,2734,2260,155820,12533,0,2.8,1,51.4923756,2011,1,1061421
2011,2734,2260,155820,12533,0,2.8,2,51.7140877,2011,1,1061421
2011,2734,2260,155843,13991,0,3,1,52.4971433,2011,1,871341
2011,2734,2260,155843,13991,0,3,2,50.4852287,2011,1,871341
2011,2734,2290,120075,12485,0,2.6,1,49.0348062,2011,0,0
2011,2734,2290,120075,12485,0,2.6,2,55.1762761,2011,0,0
2011,2734,2290,155820,12533,0,2.8,1,47.2471316,2011,1,1061421
2011,2734,2290,155820,12533,0,2.8,2,56.183423,2011,1,1061421
2011,2734,2290,155843,13991,0,3,1,43.3367606,2011,1,871341
2011,2734,2290,155843,13991,0,3,2,53.6125441,2011,1,871341
2011,2734,2310,120075,12485,0,2.6,1,72.3789642,2011,0,0
2011,2734,2310,120075,12485,0,2.6,2,60.7610121,2011,0,0
2011,2734,2310,155820,12533,0,2.8,1,70.5911409,2011,1,1061421
2011,2734,2310,155820,12533,0,2.8,2,68.3578115,2011,1,1061421
2011,2734,2310,155843,13991,0,3,1,71.2610356,2011,1,871341
2011,2734,2310,155843,13991,0,3,2,65.6761509,2011,1,871341
2011,2734,2320,120075,12485,0,2.6,1,80.9778548,2011,0,0
2011,2734,2320,120075,12485,0,2.6,2,59.8697027,2011,0,0
2011,2734,2320,155820,12533,0,2.8,1,76.9590813,2011,1,1061421
2011,2734,2320,155820,12533,0,2.8,2,76.2868073,2011,1,1061421
2011,2734,2320,155843,13991,0,3,1,70.2562679,2011,1,871341
2011,2734,2320,155843,13991,0,3,2,83.548585,2011,1,871341
2011,2734,2420,120075,12485,0,2.6,1,43.2600313,2011,0,0
2011,2734,2420,120075,12485,0,2.6,2,56.879489,2011,0,0
2011,2734,2420,155820,12533,0,2.8,1,45.2624291,2011,1,1061421
2011,2734,2420,155820,12533,0,2.8,2,66.9928918,2011,1,1061421
2011,2734,2420,155843,13991,0,3,1,66.2931083,2011,1,871341
2011,2734,2420,155843,13991,0,3,2,39.9551678,2011,1,871341
2011,2734,2440,120075,12485,0,2.6,1,43.3598091,2011,0,0
2011,2734,2440,120075,12485,0,2.6,2,45.4784906,2011,0,0
2011,2734,2440,155820,12533,0,2.8,1,40.5364371,2011,1,1061421
2011,2734,2440,155820,12533,0,2.8,2,49.108859,2011,1,1061421
2011,2734,2440,155843,13991,0,3,1,46.1854117,2011,1,871341
2011,2734,2440,155843,13991,0,3,2,52.6391521,2011,1,871341
2011,2734,2470,120075,12485,0,2.6,1,52.9414597,2011,0,0
2011,2734,2470,120075,12485,0,2.6,2,51.6297747,2011,0,0
2011,2734,2470,155820,12533,0,2.8,1,64.3350231,2011,1,1061421
2011,2734,2470,155820,12533,0,2.8,2,59.1928191,2011,1,1061421
2011,2734,2470,155843,13991,0,3,1,52.839154,2011,1,871341
2011,2734,2470,155843,13991,0,3,2,47.5970233,2011,1,871341
2011,2734,3120,120075,12485,0,2.6,1,60.9851034,2011,0,0
2011,2734,3120,120075,12485,0,2.6,2,64.0016371,2011,0,0
2011,2734,3120,155820,12533,0,2.8,1,83.7702971,2011,1,1061421
2011,2734,3120,155820,12533,0,2.8,2,70.5911409,2011,1,1061421
2011,2734,3120,155843,13991,0,3,1,72.3789642,2011,1,871341
2011,2734,3120,155843,13991,0,3,2,67.4638255,2011,1,871341
2011,2734,3140,120075,12485,0,2.6,1,59.1974288,2011,0,0
2011,2734,3140,120075,12485,0,2.6,2,54.619691,2011,0,0
2011,2734,3140,155820,12533,0,2.8,1,61.7681591,2011,1,1061421
2011,2734,3140,155820,12533,0,2.8,2,64.3365101,2011,1,1061421
2011,2734,3140,155843,13991,0,3,1,56.183423,2011,1,871341
2011,2734,3140,155843,13991,0,3,2,64.4474405,2011,1,871341
2011,2734,3210,120075,12485,0,2.6,1,55.0744164,2011,0,0
2011,2734,3210,120075,12485,0,2.6,2,49.0584496,2011,0,0
2011,2734,3210,155820,12533,0,2.8,1,61.9180489,2011,1,1061421
2011,2734,3210,155820,12533,0,2.8,2,52.7923134,2011,1,1061421
2011,2734,3210,155843,13991,0,3,1,54.0361911,2011,1,871341
2011,2734,3210,155843,13991,0,3,2,56.9401587,2011,1,871341
2011,2734,3250,120075,12485,0,2.6,1,64.6162153,2011,0,0
2011,2734,3250,120075,12485,0,2.6,2,46.2573826,2011,0,0
2011,2734,3250,155820,12533,0,2.8,1,57.5621719,2011,1,1061421
2011,2734,3250,155820,12533,0,2.8,2,63.2670578,2011,1,1061421
2011,2734,3250,155843,13991,0,3,1,57.667303,2011,1,871341
2011,2734,3250,155843,13991,0,3,2,64.6162153,2011,1,871341
2011,2734,3310,120075,12485,0,2.6,1,62.0753738,2011,0,0
2011,2734,3310,120075,12485,0,2.6,2,61.5486775,2011,0,0
2011,2734,3310,155820,12533,0,2.8,1,51.0012186,2011,1,1061421
2011,2734,3310,155820,12533,0,2.8,2,63.9448336,2011,1,1061421
2011,2734,3310,155843,13991,0,3,1,63.2939725,2011,1,871341
2011,2734,3310,155843,13991,0,3,2,70.370321,2011,1,871341
2011,2734,3490,120075,12485,0,2.6,1,60.9856983,2011,0,0
2011,2734,3490,120075,12485,0,2.6,2,51.4727472,2011,0,0
2011,2734,3490,155820,12533,0,2.8,1,64.0898164,2011,1,1061421
2011,2734,3490,155820,12533,0,2.8,2,53.6760391,2011,1,1061421
2011,2734,3490,155843,13991,0,3,1,41.2576334,2011,1,871341
2011,2735,2260,111328,14233,0,2.9,1,55.9593317,2012,0,0
2011,2735,2260,111328,14233,0,2.9,2,54.5063814,2012,0,0
2011,2735,2260,151992,14196,0,3,1,53.6125441,2013,0,0
2011,2735,2260,151992,14196,0,3,2,52.942798,2013,0,0
2011,2735,2260,155843,13991,0,3,1,50.4852287,2011,1,871341
2011,2735,2260,155843,13991,0,3,2,51.379066,2011,1,871341
2011,2735,2290,111328,14233,0,2.9,1,43.2259789,2012,0,0
2011,2735,2290,111328,14233,0,2.9,2,51.044193,2012,0,0
2011,2735,2290,151992,14196,0,3,1,44.3439075,2013,0,0
2011,2735,2290,151992,14196,0,3,2,52.8320163,2013,0,0
2011,2735,2290,155843,13991,0,3,1,34.8486518,2011,1,871341
2011,2735,2290,155843,13991,0,3,2,46.2425126,2011,1,871341
2011,2735,2440,111328,14233,0,2.9,1,61.0069624,2012,0,0
2011,2735,2440,111328,14233,0,2.9,2,64.8395631,2012,0,0
2011,2735,2440,151992,14196,0,3,1,61.9162645,2013,0,0
2011,2735,2440,151992,14196,0,3,2,52.0321576,2013,0,0
2011,2735,2440,155843,13991,0,3,1,62.4185741,2011,1,871341
2011,2735,2440,155843,13991,0,3,2,57.5788264,2011,1,871341
2011,2735,3120,111328,14233,0,2.9,1,73.2728016,2012,0,0
2011,2735,3120,111328,14233,0,2.9,2,76.2868073,2012,0,0
2011,2735,3120,151992,14196,0,3,1,85.8928448,2013,0,0
2011,2735,3120,151992,14196,0,3,2,73.6076746,2013,0,0
2011,2735,3120,155843,13991,0,3,1,70.0321766,2011,1,871341
2011,2735,3120,155843,13991,0,3,2,76.73499,2011,1,871341
2011,2735,3210,111328,14233,0,2.9,1,54.9691366,2012,0,0
2011,2735,3210,111328,14233,0,2.9,2,50.0965262,2012,0,0
2011,2735,3210,151992,14196,0,3,1,48.2284047,2013,0,0
2011,2735,3210,151992,14196,0,3,2,45.6353694,2013,0,0
2011,2735,3210,155843,13991,0,3,1,44.8053245,2011,1,871341
2011,2735,3210,155843,13991,0,3,2,33.914368,2011,1,871341
2011,2735,3214,111328,14233,0,2.9,1,58.6002485,2012,0,0
2011,2735,3214,111328,14233,0,2.9,2,59.1193612,2012,0,0
2011,2735,3214,151992,14196,0,3,1,50.8212913,2013,0,0
2011,2735,3214,151992,14196,0,3,2,51.6513362,2013,0,0
2011,2735,3214,155843,13991,0,3,1,51.0294717,2011,1,871341
2011,2735,3214,155843,13991,0,3,2,49.6803141,2011,1,871341
2011,2735,3310,111328,14233,0,2.9,1,69.7985685,2012,0,0
2011,2735,3310,111328,14233,0,2.9,2,67.8395911,2012,0,0
2011,2735,3310,151992,14196,0,3,1,59.2435259,2013,0,0
2011,2735,3310,151992,14196,0,3,2,62.0860802,2013,0,0
2011,2735,3310,155843,13991,0,3,1,53.6248862,2011,1,871341
2011,2735,3330,111328,14233,0,2.9,1,74.6124423,2012,0,0
2011,2735,3330,111328,14233,0,2.9,2,70.1454862,2012,0,0
2011,2735,3330,151992,14196,0,3,1,75.39297,2013,0,0
2011,2735,3330,151992,14196,0,3,2,69.1383393,2013,0,0
2011,2735,3330,155843,13991,0,3,1,71.4851269,2011,1,871341
2011,2735,3330,155843,13991,0,3,2,67.2397342,2011,1,871341
2011,2735,3490,111328,14233,0,2.9,2,47.6666151,2012,0,0
2011,2735,3490,151992,14196,0,3,1,59.4823385,2013,0,0
2011,2735,3490,151992,14196,0,3,2,53.1749192,2013,0,0
2011,2735,3490,155843,13991,0,3,1,47.1654952,2011,1,871341
2011,2735,3490,155843,13991,0,3,2,55.2766488,2011,1,871341
2011,2846,10,103624,14189,0,1,1,32.6715311,2012,1,632284
2011,2846,10,103624,14189,0,1,2,33.8153336,2012,1,632284
2011,2846,10,120082,12483,0,1,1,32.4175511,2011,0,0
2011,2846,10,120082,12483,0,1,2,25.4345864,2011,0,0
2011,2846,10,120247,12483,0,1,1,31.2758304,2011,0,0
2011,2846,10,120247,12483,0,1,2,32.2916019,2011,0,0
2011,2846,10,150834,14261,0,1.4,1,36.3549855,2012,1,469195
2011,2846,10,150834,14261,0,1.4,2,29.8778992,2012,1,469195
2011,2846,101,103624,14189,0,1,1,36.0114879,2012,1,632284
2011,2846,101,103624,14189,0,1,2,39.2040827,2012,1,632284
2011,2846,101,120082,12483,0,1,1,33.1069255,2011,0,0
2011,2846,101,120082,12483,0,1,2,37.3665935,2011,0,0
2011,2846,101,120247,12483,0,1,1,42.3028476,2011,0,0
2011,2846,101,120247,12483,0,1,2,38.2373822,2011,0,0
2011,2846,101,150834,14261,0,1.4,1,28.4607856,2012,1,469195
2011,2846,101,150834,14261,0,1.4,2,31.6535291,2012,1,469195
2011,2846,103,103624,14189,0,1,1,60.4845783,2012,1,632284
2011,2846,103,103624,14189,0,1,2,50.9716273,2012,1,632284
2011,2846,103,120082,12483,0,1,1,54.8770912,2011,0,0
2011,2846,103,120082,12483,0,1,2,50.070801,2011,0,0
2011,2846,103,120247,12483,0,1,1,52.5743188,2011,0,0
2011,2846,103,120247,12483,0,1,2,50.5698391,2011,0,0
2011,2846,103,150834,14261,0,1.4,1,53.2742509,2012,1,469195
2011,2846,103,150834,14261,0,1.4,2,58.7824063,2012,1,469195
2011,2846,107,103624,14189,0,1,1,42.1357085,2012,1,632284
2011,2846,107,103624,14189,0,1,2,52.6425722,2012,1,632284
2011,2846,107,120082,12483,0,1,2,49.0526503,2011,0,0
2011,2846,107,120247,12483,0,1,1,48.5241695,2011,0,0
2011,2846,107,120247,12483,0,1,2,53.7520249,2011,0,0
2011,2846,107,150834,14261,0,1.4,1,38.2803566,2012,1,469195
2011,2846,107,150834,14261,0,1.4,2,41.078747,2012,1,469195
2011,2846,110,103624,14189,0,1,1,48.4022353,2012,1,632284
2011,2846,110,103624,14189,0,1,2,52.7579636,2012,1,632284
2011,2846,110,120082,12483,0,1,1,45.1092678,2011,0,0
2011,2846,110,120082,12483,0,1,2,41.5281192,2011,0,0
2011,2846,110,120247,12483,0,1,1,53.2424291,2011,0,0
2011,2846,110,120247,12483,0,1,2,62.0500948,2011,0,0
2011,2846,110,150834,14261,0,1.4,1,52.9521662,2012,1,469195
2011,2846,110,150834,14261,0,1.4,2,38.7218477,2012,1,469195
2011,2846,119,103624,14189,0,1,1,48.1015634,2012,1,632284
2011,2846,119,103624,14189,0,1,2,37.1720935,2012,1,632284
2011,2846,119,120082,12483,0,1,1,46.6767174,2011,0,0
2011,2846,119,120082,12483,0,1,2,42.5047826,2011,0,0
2011,2846,119,120247,12483,0,1,1,43.7189203,2011,0,0
2011,2846,119,120247,12483,0,1,2,55.4409626,2011,0,0
2011,2846,119,150834,14261,0,1.4,1,48.3658037,2012,1,469195
2011,2846,119,150834,14261,0,1.4,2,41.4490107,2012,1,469195
2011,2846,120,103624,14189,0,1,1,49.6591987,2012,1,632284
2011,2846,120,103624,14189,0,1,2,51.8873235,2012,1,632284
2011,2846,120,120082,12483,0,1,1,53.532692,2011,0,0
2011,2846,120,120082,12483,0,1,2,51.693121,2011,0,0
2011,2846,120,120247,12483,0,1,1,51.0144529,2011,0,0
2011,2846,120,120247,12483,0,1,2,51.0144529,2011,0,0
2011,2846,120,150834,14261,0,1.4,1,51.1125951,2012,1,469195
2011,2846,120,150834,14261,0,1.4,2,58.1786833,2012,1,469195
2011,2846,130,103624,14189,0,1,1,43.5620415,2012,1,632284
2011,2846,130,103624,14189,0,1,2,53.6287524,2012,1,632284
2011,2846,130,120082,12483,0,1,1,42.3028476,2011,0,0
2011,2846,130,120082,12483,0,1,2,42.8833735,2011,0,0
2011,2846,130,120247,12483,0,1,1,43.5620415,2011,0,0
2011,2846,130,120247,12483,0,1,2,39.3982852,2011,0,0
2011,2846,130,150834,14261,0,1.4,1,47.1430414,2012,1,469195
2011,2846,130,150834,14261,0,1.4,2,41.6241796,2012,1,469195
2011,2846,140,103624,14189,0,1,1,47.4059435,2012,1,632284
2011,2846,140,103624,14189,0,1,2,48.9006786,2012,1,632284
2011,2846,140,120082,12483,0,1,1,40.3585916,2011,0,0
2011,2846,140,120082,12483,0,1,2,39.2900315,2011,0,0
2011,2846,140,120247,12483,0,1,1,46.3373833,2011,0,0
2011,2846,140,120247,12483,0,1,2,40.5728687,2011,0,0
2011,2846,140,150834,14261,0,1.4,1,45.3769283,2012,1,469195
2011,2846,140,150834,14261,0,1.4,2,46.2313601,2012,1,469195
2011,2846,150,103624,14189,0,1,1,32.912723,2012,1,632284
2011,2846,150,103624,14189,0,1,2,37.8489771,2012,1,632284
2011,2846,150,120082,12483,0,1,1,36.6879254,2011,0,0
2011,2846,150,120082,12483,0,1,2,30.6868286,2011,0,0
2011,2846,150,120247,12483,0,1,1,31.3632662,2011,0,0
2011,2846,150,120247,12483,0,1,2,29.0413114,2011,0,0
2011,2846,150,150834,14261,0,1.4,1,30.5907683,2012,1,469195
2011,2846,150,150834,14261,0,1.4,2,29.0413114,2012,1,469195
2011,2846,510,103624,14189,0,1,1,64.33309,2012,1,632284
2011,2846,510,103624,14189,0,1,2,69.9795367,2012,1,632284
2011,2846,510,120082,12483,0,1,1,62.2166391,2011,0,0
2011,2846,510,120082,12483,0,1,2,59.0911081,2011,0,0
2011,2846,510,120247,12483,0,1,1,56.3678114,2011,0,0
2011,2846,510,120247,12483,0,1,2,58.181806,2011,0,0
2011,2846,510,150834,14261,0,1.4,1,68.9725385,2012,1,469195
2011,2846,510,150834,14261,0,1.4,2,63.1237107,2012,1,469195
2011,2846,512,103624,14189,0,1,1,45.0747694,2012,1,632284
2011,2846,512,103624,14189,0,1,2,45.0747694,2012,1,632284
2011,2846,512,120082,12483,0,1,1,40.3350969,2011,0,0
2011,2846,512,120082,12483,0,1,2,35.6956485,2011,0,0
2011,2846,512,120247,12483,0,1,1,46.6863829,2011,0,0
2011,2846,512,120247,12483,0,1,2,42.3514726,2011,0,0
2011,2846,512,150834,14261,0,1.4,1,45.377077,2012,1,469195
2011,2846,512,150834,14261,0,1.4,2,40.0327893,2012,1,469195
2011,2846,513,103624,14189,0,1,1,48.4004509,2012,1,632284
2011,2846,513,103624,14189,0,1,2,55.2585073,2012,1,632284
2011,2846,513,120082,12483,0,1,1,52.6375164,2011,0,0
2011,2846,513,120082,12483,0,1,2,50.4189084,2011,0,0
2011,2846,513,120247,12483,0,1,1,49.8120626,2011,0,0
2011,2846,513,120247,12483,0,1,2,48.6026833,2011,0,0
2011,2846,513,150834,14261,0,1.4,1,52.5352106,2012,1,469195
2011,2846,513,150834,14261,0,1.4,2,44.5700806,2012,1,469195
2011,2846,520,103624,14189,0,1,1,57.4771154,2012,1,632284
2011,2846,520,103624,14189,0,1,2,59.493491,2012,1,632284
2011,2846,520,120082,12483,0,1,1,57.0725019,2011,0,0
2011,2846,520,120082,12483,0,1,2,51.7283629,2011,0,0
2011,2846,520,120247,12483,0,1,1,54.451511,2011,0,0
2011,2846,520,120247,12483,0,1,2,62.9213297,2011,0,0
2011,2846,520,150834,14261,0,1.4,1,62.5190954,2012,1,469195
2011,2846,520,150834,14261,0,1.4,2,67.2586191,2012,1,469195
2011,2846,550,103624,14189,0,1,1,53.4422823,2012,1,632284
2011,2846,550,103624,14189,0,1,2,40.3350969,2012,1,632284
2011,2846,550,120082,12483,0,1,1,53.4422823,2011,0,0
2011,2846,550,120082,12483,0,1,2,46.3840752,2011,0,0
2011,2846,550,120247,12483,0,1,1,54.451511,2011,0,0
2011,2846,550,120247,12483,0,1,2,47.393304,2011,0,0
2011,2846,550,150834,14261,0,1.4,1,57.4771154,2012,1,469195
2011,2846,550,150834,14261,0,1.4,2,54.451511,2012,1,469195
2011,2846,1102,103624,14189,0,1,1,51.005977,2012,1,632284
2011,2846,1102,103624,14189,0,1,2,43.3498462,2012,1,632284
2011,2846,1102,120082,12483,0,1,1,39.283786,2011,0,0
2011,2846,1102,120082,12483,0,1,2,38.8611799,2011,0,0
2011,2846,1102,120247,12483,0,1,1,43.9306695,2011,0,0
2011,2846,1102,120247,12483,0,1,2,54.9136714,2011,0,0
2011,2846,1102,150834,14261,0,1.4,1,43.2439716,2012,1,469195
2011,2846,1102,150834,14261,0,1.4,2,50.266788,2012,1,469195
2011,2846,1110,103624,14189,0,1,1,56.4799314,2012,1,632284
2011,2846,1110,103624,14189,0,1,2,60.3236846,2012,1,632284
2011,2846,1110,120082,12483,0,1,1,62.7787261,2011,0,0
2011,2846,1110,120082,12483,0,1,2,57.6545148,2011,0,0
2011,2846,1110,120247,12483,0,1,1,52.9563298,2011,0,0
2011,2846,1110,120247,12483,0,1,2,53.5964844,2011,0,0
2011,2846,1110,150834,14261,0,1.4,1,64.0615633,2012,1,469195
2011,2846,1110,150834,14261,0,1.4,2,61.6041427,2012,1,469195
2011,2846,1120,103624,14189,0,1,1,57.5484915,2012,1,632284
2011,2846,1120,103624,14189,0,1,2,62.3526998,2012,1,632284
2011,2846,1120,120082,12483,0,1,1,49.4325795,2011,0,0
2011,2846,1120,120082,12483,0,1,2,48.3662498,2011,0,0
2011,2846,1120,120247,12483,0,1,1,51.141443,2011,0,0
2011,2846,1120,120247,12483,0,1,2,52.1017493,2011,0,0
2011,2846,1120,150834,14261,0,1.4,1,51.0355684,2012,1,469195
2011,2846,1120,150834,14261,0,1.4,2,48.1521214,2012,1,469195
2011,2846,1130,103624,14189,0,1,1,59.7894046,2012,1,632284
2011,2846,1130,103624,14189,0,1,2,63.3130062,2012,1,632284
2011,2846,1130,120082,12483,0,1,1,58.7230749,2011,0,0
2011,2846,1130,120082,12483,0,1,2,67.1569082,2011,0,0
2011,2846,1130,120247,12483,0,1,1,65.2337676,2011,0,0
2011,2846,1130,120247,12483,0,1,2,61.3923935,2011,0,0
2011,2846,1130,150834,14261,0,1.4,1,70.2521043,2012,1,469195
2011,2846,1130,150834,14261,0,1.4,2,64.0615633,2012,1,469195
2011,2846,1210,103624,14189,0,1,1,42.7538555,2012,1,632284
2011,2846,1210,103624,14189,0,1,2,36.2001885,2012,1,632284
2011,2846,1210,120082,12483,0,1,1,30.4514361,2011,0,0
2011,2846,1210,120082,12483,0,1,2,21.9816174,2011,0,0
2011,2846,1210,120247,12483,0,1,1,39.6281759,2011,0,0
2011,2846,1210,120247,12483,0,1,2,29.7467455,2011,0,0
2011,2846,1210,150834,14261,0,1.4,1,38.1164889,2012,1,469195
2011,2846,1210,150834,14261,0,1.4,2,39.8305569,2012,1,469195
2011,2846,1250,103624,14189,0,1,1,52.3329782,2012,1,632284
2011,2846,1250,103624,14189,0,1,2,47.595685,2012,1,632284
2011,2846,1250,120082,12483,0,1,1,47.2911469,2011,0,0
2011,2846,1250,120082,12483,0,1,2,47.7956869,2011,0,0
2011,2846,1250,120247,12483,0,1,1,48.704989,2011,0,0
2011,2846,1250,120247,12483,0,1,2,48.704989,2011,0,0
2011,2846,1250,150834,14261,0,1.4,1,45.9816923,2012,1,469195
2011,2846,1250,150834,14261,0,1.4,2,49.8120626,2012,1,469195
2011,2846,1270,103624,14189,0,1,1,33.0746576,2012,1,632284
2011,2846,1270,103624,14189,0,1,2,33.4770405,2012,1,632284
2011,2846,1270,120082,12483,0,1,1,39.0235606,2011,0,0
2011,2846,1270,120082,12483,0,1,2,40.7374799,2011,0,0
2011,2846,1270,120247,12483,0,1,1,44.5700806,2011,0,0
2011,2846,1270,120247,12483,0,1,2,40.0327893,2011,0,0
2011,2846,1270,150834,14261,0,1.4,1,40.8375552,2012,1,469195
2011,2846,1270,150834,14261,0,1.4,2,34.6886503,2012,1,469195
2011,2846,1510,103624,14189,0,1,1,46.6863829,2012,1,632284
2011,2846,1510,103624,14189,0,1,2,50.5189836,2012,1,632284
2011,2846,1510,120082,12483,0,1,1,44.3676996,2011,0,0
2011,2846,1510,120082,12483,0,1,2,35.8978809,2011,0,0
2011,2846,1510,120247,12483,0,1,1,31.6630459,2011,0,0
2011,2846,1510,120247,12483,0,1,2,34.4862692,2011,0,0
2011,2846,1510,150834,14261,0,1.4,1,46.3840752,2012,1,469195
2011,2846,1510,150834,14261,0,1.4,2,54.2492786,2012,1,469195
2011,2846,1520,103624,14189,0,1,1,38.31887,2012,1,632284
2011,2846,1520,103624,14189,0,1,2,38.31887,2012,1,632284
2011,2846,1520,120082,12483,0,1,1,34.2840369,2011,0,0
2011,2846,1520,120082,12483,0,1,2,41.3422439,2011,0,0
2011,2846,1520,120247,12483,0,1,1,40.3350969,2011,0,0
2011,2846,1520,120247,12483,0,1,2,39.3258682,2011,0,0
2011,2846,1520,150834,14261,0,1.4,1,27.2258298,2012,1,469195
2011,2846,1520,150834,14261,0,1.4,2,27.2258298,2012,1,469195
2011,2848,513,150296,9758,0,1.8,1,49.107372,2011,0,0
2011,2848,513,150296,9758,0,1.8,2,43.4607766,2011,0,0
2011,2848,513,150318,9745,0,1.7,1,61.005178,2011,0,0
2011,2848,513,150318,9745,0,1.7,2,60.7027216,2011,0,0
2011,2848,513,150589,12532,0,2,1,53.0398993,2012,0,0
2011,2848,513,150589,12532,0,2,2,56.8725001,2012,0,0
2011,2848,513,150782,14276,0,2.1,1,43.4607766,2012,0,0
2011,2848,513,150782,14276,0,2.1,2,45.9816923,2012,0,0
2011,2848,513,150787,14162,0,2.1,1,53.946971,2012,0,0
2011,2848,513,150787,14162,0,2.1,2,51.5282124,2012,0,0
2011,2848,513,150844,14284,0,1.8,1,63.0236355,2011,1,312754
2011,2848,513,150844,14284,0,1.8,2,55.4608884,2011,1,312754
2011,2848,513,150849,14284,0,1.9,1,52.939824,2012,0,0
2011,2848,513,150849,14284,0,1.9,2,55.7631961,2012,0,0
2011,2848,513,150850,14284,0,1.9,1,49.107372,2012,0,0
2011,2848,513,150850,14284,0,1.9,2,54.1492033,2012,0,0
2011,2848,1110,150296,9758,0,1.8,1,54.6651933,2011,0,0
2011,2848,1110,150296,9758,0,1.8,2,57.9746665,2011,0,0
2011,2848,1110,150318,9745,0,1.7,1,58.1887949,2011,0,0
2011,2848,1110,150318,9745,0,1.7,2,57.1202347,2011,0,0
2011,2848,1110,150589,12532,0,2,1,56.3740568,2012,0,0
2011,2848,1110,150589,12532,0,2,2,62.7787261,2012,0,0
2011,2848,1110,150782,14276,0,2.1,2,58.7230749,2012,0,0
2011,2848,1110,150787,14162,0,2.1,1,56.9059576,2012,0,0
2011,2848,1110,150787,14162,0,2.1,2,54.9851963,2012,0,0
2011,2848,1110,150844,14284,0,1.8,1,56.585806,2011,1,312754
2011,2848,1110,150844,14284,0,1.8,2,60.6438363,2011,1,312754
2011,2848,1110,150849,14284,0,1.9,1,55.1994733,2012,0,0
2011,2848,1110,150850,14284,0,1.9,1,55.839628,2012,0,0
2011,2848,1110,150850,14284,0,1.9,2,59.2551245,2012,0,0
2011,2848,1120,150296,9758,0,1.8,1,42.0674551,2011,0,0
